name,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
C C L Products (India) Ltd.,5149.2,5455.6,5962.9,6352.8,7053.4,9820.4,12132.6,13810.9,14984.5,16242.1
C E S C Ltd.,149034.7,163335.3,189220.4,273945.3,284981.6,261254.7,261911.3,271632.8,278789.5,282247.0
C G Power & Indl. Solutions Ltd.,53858.5,57341.1,78371.8,68189.2,75541.1,90508.1,90344.3,87041.2,70596.7,69685.8
C I E Automotive India Ltd.,10528.3,11178.6,27814.7,27994.7,40455.9,41241.0,46047.0,47823.0,50549.0,54657.0
C S B Bank Ltd.,136242.5,153623.1,157995.9,156648.7,162359.4,158824.0,169237.6,188738.3,233453.3,253659.7
Can Fin Homes Ltd.,40829.8,59237.8,83555.2,108693.8,133902.9,158301.6,188292.7,211619.7,222273.5,282147.4
Canara Bank,4126741.3,4922659.7,5480005.6,5569702.1,5876022.1,6199992.0,6978685.7,7288579.2,11598105.4,12281048.7
Caplin Point Laboratories Ltd.,1280.6,1742.4,2235.8,2625.9,3170.7,4107.8,5393.3,6913.3,8609.9,10541.6
Capri Global Capital Ltd.,10993.0,12206.9,14461.5,14184.1,21099.8,28158.3,35668.6,36608.3,49174.3,59573.2
Carborundum Universal Ltd.,10300.5,10608.8,11594.0,12852.0,13088.3,14507.7,15412.0,15853.5,18618.9,22830.5
Castrol India Ltd.,14902.6,16224.7,15001.7,16703.9,18969.3,19883.6,21231.2,22499.9,24171.7,27241.7
Ceat Ltd.,31230.8,34128.4,36873.7,39519.3,47179.2,49283.2,62315.1,73851.8,80009.1,90539.1
Central Bank Of India Ltd.,2683424.8,2902259.2,3124722.2,3060179.1,3339825.4,3268680.1,3314255.2,3570893.4,3700895.7,3872912.6
Century Plyboards (India) Ltd.,8650.7,9202.2,10524.4,11504.1,15623.4,16681.6,18093.9,16758.9,18386.4,22503.6
Century Textiles & Inds. Ltd.,91014.4,96156.0,106761.8,110063.1,112625.4,112203.3,69578.2,71681.3,70174.8,78239.6
Cera Sanitaryware Ltd.,3819.4,4545.2,6456.4,7486.9,8636.4,9541.4,10939.3,11354.5,12973.6,14462.7
Chalet Hotels Ltd.,22909.7,25372.7,28941.3,27443.1,38832.9,37550.4,36338.8,39396.8,39682.3,47743.0
Chambal Fertilisers & Chemicals Ltd.,84667.8,78005.3,73031.5,79681.5,81230.6,94987.3,161534.8,170059.3,128532.0,154179.7
Chemplast Sanmar Ltd.,20954.1,20444.6,22439.7,21652.1,24135.5,27982.3,38494.8,42173.5,42943.6,49698.1
Cholamandalam Financial Holdings Ltd.,31582.7,33946.2,35949.3,42128.9,9711.7,10225.6,10677.8,13221.0,13029.3,12901.9
Cholamandalam Investment & Finance Co. Ltd.,184830.7,220687.2,246704.2,290824.4,310897.8,449822.7,583718.3,655296.0,769954.4,846951.3
Cipla Ltd.,122321.5,142729.9,168662.9,157306.0,162310.9,177602.6,189665.0,208136.9,232850.0,257911.6
City Union Bank Ltd.,229770.8,249938.3,278711.4,318039.7,352707.7,399372.4,452589.0,497335.3,533116.9,615309.1
Coal India Ltd.,340478.9,250523.7,235122.3,213895.4,190167.0,185801.0,191361.8,224727.9,225728.2,225129.1
Cochin Shipyard Ltd.,24610.8,27860.3,30985.3,34400.5,34219.4,56138.8,54191.2,65727.2,75323.4,84611.4
Coforge Ltd.,11832.2,14561.1,17571.0,18348.0,19920.0,22604.0,25435.0,29830.0,29286.0,40178.0
