,name,Year,Total income,Total expenses,Total assets,"Current assets (incl. short term investments, loans & advances)",Current liabilities & provisions,Long term borrowings excl current portion,Sales,Year.1,Total income.1,Total expenses.1,Total assets.1,"Current assets (incl. short term investments, loans & advances).1",Current liabilities & provisions.1,Long term borrowings excl current portion.1,Sales.1,Year.2,Total income.2,Total expenses.2,Total assets.2,"Current assets (incl. short term investments, loans & advances).2",Current liabilities & provisions.2,Long term borrowings excl current portion.2,Sales.2,Year.3,Total income.3,Total expenses.3,Total assets.3,"Current assets (incl. short term investments, loans & advances).3",Current liabilities & provisions.3,Long term borrowings excl current portion.3,Sales.3,Year.4,Total income.4,Total expenses.4,Total assets.4,"Current assets (incl. short term investments, loans & advances).4",Current liabilities & provisions.4,Long term borrowings excl current portion.4,Sales.4,Year.5,Total income.5,Total expenses.5,Total assets.5,"Current assets (incl. short term investments, loans & advances).5",Current liabilities & provisions.5,Long term borrowings excl current portion.5,Sales.5,Year.6,Total income.6,Total expenses.6,Total assets.6,"Current assets (incl. short term investments, loans & advances).6",Current liabilities & provisions.6,Long term borrowings excl current portion.6,Sales.6,Year.7,Total income.7,Total expenses.7,Total assets.7,"Current assets (incl. short term investments, loans & advances).7",Current liabilities & provisions.7,Long term borrowings excl current portion.7,Sales.7,Year.8,Total income.8,Total expenses.8,Total assets.8,"Current assets (incl. short term investments, loans & advances).8",Current liabilities & provisions.8,Long term borrowings excl current portion.8,Sales.8,Year.9,Total income.9,Total expenses.9,Total assets.9,"Current assets (incl. short term investments, loans & advances).9",Current liabilities & provisions.9,Long term borrowings excl current portion.9,Sales.9,Year.10,Total income.10,Total expenses.10,Total assets.10,"Current assets (incl. short term investments, loans & advances).10",Current liabilities & provisions.10,Long term borrowings excl current portion.10,Sales.10
433,Muthoot Capital Services Ltd.,2013-03-31 00:00:00,1072.3,854.7,4761.2,2659.0,3618.5,97.5,1.1,2014-03-31 00:00:00,1588.6,1366.5,7149.8,7024.0,5916.2,40.5,0.9,2015-03-31 00:00:00,1914.9,1691.8,8759.9,8563.5,7291.9,127.0,0.7,2016-03-31 00:00:00,2285.0,2056.5,10721.1,10497.5,8945.6,288.2,0.4,2017-03-31 00:00:00,2844.3,2543.4,12781.8,7549.0,9756.6,1136.0,0.0,2018-03-31 00:00:00,3981.1,3444.3,19777.8,11172.9,14812.4,962.7,0.0,2019-03-31 00:00:00,5186.0,4325.0,27347.6,0.0,1519.3,0.0,0.7,2020-03-31,5868.1,5263.3,30415.2,0.0,1830.4,0.0,0.7,2021-03-31,5086.5,4571.9,27395.0,0.0,2354.0,0.0,0.7,2022-03-31,4113.1,5732.5,25734.4,0.0,5374.3,0.0,0.8,2023-03-31 00:00:00,4446.2,3659.4,28462.7,0.0,4657.4,0.0,0.8
434,Muthoot Finance Ltd.,2013-03-31 00:00:00,53871.3,43828.9,299111.8,294725.3,176549.9,79529.5,24.7,2014-03-31 00:00:00,49584.8,41784.1,260043.6,255463.1,139324.1,69046.1,14.5,2015-03-31 00:00:00,43246.4,36541.2,271224.8,266865.7,141178.6,67125.6,15.0,2016-03-31 00:00:00,48750.1,40654.6,274082.9,269303.9,153857.1,52762.7,12.4,2017-03-31 00:00:00,57467.0,45668.7,314111.6,308144.7,199910.3,42311.9,23.2,2018-03-31 00:00:00,63331.7,45556.1,314290.7,0.0,24223.3,0.0,26.4,2019-03-31 00:00:00,68806.3,49084.9,387321.6,0.0,20787.5,0.0,23.6,2020-03-31,87228.0,57045.0,510429.6,0.0,22965.2,0.0,7.4,2021-03-31,105743.7,68521.9,641245.5,0.0,29055.3,0.0,3.2,2022-03-31,110986.0,71443.0,713083.5,0.0,31207.8,0.0,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,N B C C (India) Ltd.,2013-03-31 00:00:00,33483.5,30220.4,40020.0,36568.2,27783.5,0.0,31987.8,2014-03-31 00:00:00,41733.9,42781.8,43964.9,42784.6,32120.6,0.0,40240.8,2015-03-31 00:00:00,45487.1,44221.8,50556.4,49500.0,36842.5,0.0,43811.0,2016-03-31 00:00:00,59493.8,59624.6,58954.8,56462.6,43024.9,52.7,57566.8,2017-03-31 00:00:00,64364.4,62375.1,71543.5,68206.2,54115.0,0.0,62485.8,2018-03-31 00:00:00,60838.3,58373.4,85576.2,77613.0,61857.0,0.0,59038.3,2019-03-31 00:00:00,74931.2,69025.5,86169.0,76874.6,68432.1,0.0,71925.1,2020-03-31,55176.6,53914.2,81697.2,61946.9,64310.6,0.9,51951.9,2021-03-31,51997.8,49499.4,87533.3,67015.5,68308.7,1.3,49051.3,2022-03-31,57983.0,55787.8,88986.1,69731.2,68766.7,0.9,54796.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,N C C Ltd.,2013-03-31 00:00:00,58508.2,59878.6,83406.5,57378.2,54521.4,1716.2,57249.2,2014-03-31 00:00:00,63189.5,65377.9,92106.4,69266.3,64792.2,732.1,61173.0,2015-03-31 00:00:00,85239.8,85151.1,95455.1,74116.9,59404.0,2625.1,82969.5,2016-03-31 00:00:00,85801.2,83009.9,93248.2,73971.6,58434.9,1018.7,83269.7,2017-03-31 00:00:00,81334.8,77681.8,91089.2,70126.5,55362.6,91.0,78941.6,2018-03-31 00:00:00,77583.3,76302.7,109413.2,80238.3,64010.7,1185.4,75624.0,2019-03-31 00:00:00,122005.8,116366.7,133447.5,100397.4,80928.4,3199.7,120836.9,2020-03-31,84540.9,80720.5,129779.8,96085.2,75776.5,1736.7,82235.6,2021-03-31,74483.2,71868.3,129286.2,97629.9,73231.6,986.0,72601.9,2022-03-31,101838.8,96937.6,140663.7,109021.3,80552.1,820.3,99337.2,2023-03-31 00:00:00,135035.7,129343.6,157876.4,123615.4,92569.8,830.8,133616.2
437,N H P C Ltd.,2013-03-31 00:00:00,67098.1,43567.1,545739.0,122411.8,64275.8,174175.2,52820.5,2014-03-31 00:00:00,71511.2,61672.2,540369.5,110896.0,62016.0,185805.2,55879.2,2015-03-31 00:00:00,83474.8,62129.6,549755.5,100103.3,48544.7,181710.3,68496.6,2016-03-31 00:00:00,90156.6,65857.7,570850.2,107001.4,54582.3,181810.8,75487.1,2017-03-31 00:00:00,95796.5,67840.6,552541.8,67498.5,63947.5,172456.4,75461.0,2018-03-31 00:00:00,84555.3,56865.0,576265.4,55556.7,67709.5,167282.0,67490.5,2019-03-31 00:00:00,99824.3,73518.8,625379.2,67619.6,70141.3,170446.3,83134.6,2020-03-31,101295.3,71223.6,673798.5,99180.9,82728.1,208897.4,84855.4,2021-03-31,98089.4,65638.8,706355.9,111280.3,96107.8,212412.2,78221.4,2022-03-31,81396.8,46019.7,755270.6,97753.3,85665.3,231794.9,64068.2,2023-03-31 00:00:00,102958.6,64620.7,802144.8,110394.0,103857.3,252663.9,84739.8
438,N L C India Ltd.,2013-03-31 00:00:00,64888.6,50293.0,210070.6,95851.7,37155.9,31266.1,56132.0,2014-03-31 00:00:00,70658.7,55647.9,221146.7,97732.2,39186.4,27735.3,63012.1,2015-03-31 00:00:00,71842.1,56050.4,231334.2,98713.7,39652.7,27924.6,62098.0,2016-03-31 00:00:00,62742.8,60462.8,236959.8,86980.2,23154.0,31656.5,57883.1,2017-03-31 00:00:00,84964.6,61276.5,296209.1,104015.5,59821.6,50406.2,78760.6,2018-03-31 00:00:00,91301.1,72813.3,330755.9,106259.2,62404.6,60502.9,87604.4,2019-03-31 00:00:00,89383.8,76714.1,358010.2,99926.8,90456.8,83165.1,85323.9,2020-03-31,91432.0,77293.5,404413.8,117640.5,99070.5,113734.6,88071.9,2021-03-31,92624.0,82519.4,401849.3,117219.0,98491.6,97019.2,89239.5,2022-03-31,112722.7,100354.9,365972.9,84494.4,55024.1,88534.6,106568.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,N M D C Ltd.,2013-03-31 00:00:00,129637.9,68061.6,407062.7,353953.2,130387.9,0.0,107134.4,2014-03-31 00:00:00,142208.0,78151.5,415165.5,338907.9,113704.2,0.0,120651.4,2015-03-31 00:00:00,146662.0,82605.7,443644.5,337744.5,118736.9,0.0,123624.7,2016-03-31 00:00:00,84375.5,56622.1,421793.6,281434.8,125792.5,0.0,64572.7,2017-03-31 00:00:00,97532.7,70504.5,340883.3,161985.9,108242.0,0.0,88513.0,2018-03-31 00:00:00,123470.1,85796.1,363498.9,163505.6,110522.8,0.0,116269.5,2019-03-31 00:00:00,127470.1,81841.2,388065.4,167376.4,118357.2,0.0,121526.7,2020-03-31,123940.6,88377.7,398474.2,153500.1,112523.1,55.1,116992.2,2021-03-31,157218.6,96306.2,436152.0,171449.3,119990.7,5283.7,153700.6,2022-03-31,266817.8,183935.8,358092.3,265453.6,164921.0,58.5,259647.9,2023-03-31 00:00:00,196480.4,146160.1,383320.8,259506.7,143886.2,47.4,176668.8
440,N T P C Ltd.,2013-03-31 00:00:00,715626.2,589432.3,1762918.2,408726.8,226701.6,532536.6,637858.6,2014-03-31 00:00:00,757240.0,647492.6,1920057.6,399424.2,253524.7,624057.5,703096.7,2015-03-31 00:00:00,784739.4,681553.9,2108824.5,374494.1,306055.0,785323.3,727926.6,2016-03-31 00:00:00,752618.8,644116.2,2316166.8,298495.5,331239.1,858722.2,710981.3,2017-03-31 00:00:00,805040.0,711187.4,2497983.7,285169.8,384155.4,973392.8,773709.5,2018-03-31 00:00:00,903870.9,800439.2,2779879.2,369025.6,448119.7,1086976.0,858368.9,2019-03-31 00:00:00,894076.8,776577.9,3132243.3,426651.3,580247.6,1196980.8,830335.6,2020-03-31,1068491.9,967363.8,3524506.5,489348.0,578064.0,1465387.0,1037649.1,2021-03-31,1086462.2,948767.0,3696199.4,483465.2,608474.3,1512296.2,1005845.3,2022-03-31,1274808.1,1112165.4,4032721.4,554546.2,721592.4,1609372.5,1201248.0,2023-03-31 00:00:00,1675124.7,1501529.3,4210212.1,694965.3,782986.2,1571311.3,1564931.8
441,Nahar Industrial Enterprises Ltd.,2013-03-31 00:00:00,17242.0,16888.5,19569.4,9999.0,7637.5,5516.4,17163.1,2014-03-31 00:00:00,18610.4,18774.7,18957.4,9753.0,7367.0,4735.8,18545.7,2015-03-31 00:00:00,18130.6,18105.5,17502.0,9438.7,7126.5,4208.7,18074.0,2016-03-31 00:00:00,17818.2,16974.9,16970.8,9794.3,7164.9,3491.2,17773.8,2017-03-31 00:00:00,17374.8,17272.6,17723.5,10115.5,7225.0,3317.8,17327.2,2018-03-31 00:00:00,17693.3,18078.1,19271.9,11660.6,8919.6,3032.4,17631.9,2019-03-31 00:00:00,18800.6,18985.0,17927.9,10765.4,8400.0,1874.7,18665.8,2020-03-31,15849.4,15364.8,16636.8,9667.8,7548.8,1255.3,15763.1,2021-03-31,14268.0,13468.4,15669.3,9304.7,7004.8,1074.6,14234.3,2022-03-31,20232.1,20003.9,18185.5,11826.5,8274.2,562.5,20154.8,2023-03-31 00:00:00,18171.1,16385.2,13491.3,6937.0,3126.9,508.5,17871.3
442,Nahar Poly Films Ltd.,2013-03-31 00:00:00,2412.7,2563.0,2946.0,620.3,598.6,783.2,2350.0,2014-03-31 00:00:00,3325.8,3312.3,2874.3,680.4,682.0,623.3,3303.9,2015-03-31 00:00:00,3377.2,3275.4,2552.5,615.0,554.6,434.4,3344.9,2016-03-31 00:00:00,2963.6,2823.1,2189.5,512.2,303.9,260.1,2935.9,2017-03-31 00:00:00,2900.6,2829.2,2720.8,575.3,300.0,85.9,2867.4,2018-03-31 00:00:00,2633.5,2606.9,2224.3,609.0,296.3,0.0,2596.1,2019-03-31 00:00:00,2684.7,2592.2,2060.2,457.0,106.4,0.0,2657.0,2020-03-31,2823.3,2499.6,1901.1,723.2,130.9,6.4,2772.2,2021-03-31,3090.1,2577.8,4091.6,842.1,850.4,428.0,3034.6,2022-03-31,4957.0,4169.2,8635.7,1318.1,538.1,1452.8,4887.5,2023-03-31 00:00:00,7291.7,6972.1,6798.9,1425.9,657.0,1229.3,7231.2
443,Nahar Spinning Mills Ltd.,2013-03-31 00:00:00,19699.9,19013.0,20293.2,11272.6,10077.6,3385.7,19605.7,2014-03-31 00:00:00,22111.6,21044.7,21748.4,11582.8,9833.3,3660.7,22041.2,2015-03-31 00:00:00,21609.3,21438.5,20053.2,10699.8,8535.1,3462.8,21501.9,2016-03-31 00:00:00,20472.3,19920.7,20010.9,11232.6,8743.8,2730.3,20305.8,2017-03-31 00:00:00,21541.7,21232.3,18106.2,9539.3,7465.2,1693.5,21337.2,2018-03-31 00:00:00,21422.0,21482.9,20471.6,12510.1,11235.2,729.4,21347.5,2019-03-31 00:00:00,23184.4,22850.4,19652.6,11300.5,9975.2,603.3,23069.7,2020-03-31,20910.7,20954.2,19695.0,11082.2,9440.4,1685.8,20842.3,2021-03-31,21188.2,20971.1,22362.4,13879.8,11225.7,1911.1,21134.2,2022-03-31,36092.9,33159.2,31213.9,19380.9,13065.0,1576.8,35963.2,2023-03-31 00:00:00,28467.1,26951.7,25536.2,13613.4,7398.4,2180.6,27992.7
444,Narayana Hrudayalaya Ltd.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-31 00:00:00,10913.0,10667.2,11583.5,2631.9,3207.2,2172.2,10758.1,2015-03-31 00:00:00,13176.2,12966.2,13318.1,2693.7,3196.4,1593.4,13075.7,2016-03-31 00:00:00,14853.0,14286.2,14194.9,2811.9,2882.5,953.7,14700.3,2017-03-31 00:00:00,16700.0,15748.9,15216.6,2970.9,2800.2,957.0,16459.1,2018-03-31 00:00:00,18662.1,18077.9,21088.5,3245.0,3567.0,4470.8,18475.7,2019-03-31 00:00:00,20960.3,20459.5,21922.8,3412.8,3707.0,4619.9,20771.6,2020-03-31,22650.0,21972.6,23331.9,3261.9,4364.3,5407.0,22420.0,2021-03-31,17304.4,18091.1,22474.6,3283.8,5166.7,4643.4,16555.2,2022-03-31,25183.8,23847.8,23938.4,4300.1,5437.1,4414.7,24119.9,2023-03-31 00:00:00,30660.4,28004.0,28720.6,5774.7,6678.0,5369.4,29663.1
445,Natco Pharma Ltd.,2013-03-31 00:00:00,5770.6,5201.7,10617.0,3095.6,3337.8,1371.2,5651.2,2014-03-31 00:00:00,6438.8,5496.5,11813.2,3383.7,2957.5,949.7,6281.8,2015-03-31 00:00:00,7405.3,5963.7,13965.9,4459.5,4000.7,962.8,7269.7,2016-03-31 00:00:00,10721.0,9434.0,18488.0,7909.0,4785.0,0.0,10592.0,2017-03-31 00:00:00,20318.0,15537.0,23478.0,10351.0,6097.0,0.0,20186.0,2018-03-31 00:00:00,21479.0,14744.0,37371.0,20542.0,5638.0,0.0,21085.0,2019-03-31 00:00:00,21161.0,14745.0,43851.0,22674.0,7098.0,0.0,19863.0,2020-03-31,19140.0,14954.0,47097.0,22574.0,6772.0,9.0,17902.0,2021-03-31,17570.0,14944.0,48325.0,21836.0,5336.0,9.0,16575.0,2022-03-31,18624.0,17288.0,51481.0,22204.0,6934.0,79.0,17692.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,Nath Bio-Genes (India) Ltd.,2013-03-31 00:00:00,1269.1,1242.8,1444.3,1201.4,842.6,12.3,1263.2,2014-03-31 00:00:00,1727.2,1568.2,1912.4,1605.9,1064.0,14.2,1721.1,2015-03-31 00:00:00,1859.8,1920.2,2276.1,1991.9,1178.1,7.5,1853.3,2016-03-31 00:00:00,1629.8,1713.6,2683.4,2269.1,1302.5,150.0,1621.1,2017-03-31 00:00:00,1703.8,1437.0,4568.7,2434.5,1313.4,200.7,1698.7,2018-03-31 00:00:00,1925.9,1563.6,5736.4,3564.6,1020.4,3.1,1916.5,2019-03-31 00:00:00,2339.7,2260.1,6530.4,4137.3,1426.5,5.0,2309.2,2020-03-31,2838.8,2816.5,7380.4,4799.5,1772.2,3.0,2798.9,2021-03-31,3092.8,2753.7,7949.3,5415.1,1784.2,6.5,3075.7,2022-03-31,2802.0,3425.6,8366.7,5649.3,2914.3,6.6,2783.5,2023-03-31 00:00:00,3018.7,2547.2,8931.7,6211.9,3166.2,4.0,3012.9
447,National Aluminium Co. Ltd.,2013-03-31 00:00:00,78823.6,73522.7,165895.7,70302.3,32175.9,0.0,73701.9,2014-03-31 00:00:00,77159.5,70229.9,168422.4,74262.0,32427.5,0.0,71666.0,2015-03-31 00:00:00,88135.1,74849.0,163840.9,77121.8,19670.4,0.0,79079.2,2016-03-31 00:00:00,79364.8,71583.6,169838.5,73436.5,19819.5,0.0,72757.5,2017-03-31 00:00:00,84589.7,78870.3,150529.0,59093.7,29055.1,0.0,80481.1,2018-03-31 00:00:00,107819.2,94160.6,152272.0,57323.8,26638.3,0.0,96318.8,2019-03-31 00:00:00,118308.6,101035.4,158337.9,58207.0,31251.2,0.0,115187.9,2020-03-31,87466.4,89736.4,153272.5,47758.8,29381.0,502.5,84913.6,2021-03-31,93967.3,81029.6,153609.6,46674.6,24109.3,504.8,92333.6,2022-03-31,144905.0,116553.6,179834.2,67156.0,35457.2,509.1,142145.8,2023-03-31 00:00:00,146855.0,131576.7,181176.5,55321.8,31216.5,509.9,142548.6
448,National Fertilizers Ltd.,2013-03-31 00:00:00,67833.6,70588.2,113762.1,43774.2,38826.1,30873.7,67674.9,2014-03-31 00:00:00,84459.0,86456.0,140689.3,68459.6,60239.7,26318.1,84089.0,2015-03-31 00:00:00,90947.6,89840.8,137633.3,74311.1,67390.5,17849.0,89784.1,2016-03-31 00:00:00,82336.3,82817.4,123487.9,69608.0,63156.7,9859.9,78146.3,2017-03-31 00:00:00,80061.4,78476.1,105554.7,59992.0,53680.9,1723.5,76619.8,2018-03-31 00:00:00,92928.6,90726.5,100050.6,54687.4,47523.6,1146.4,89496.5,2019-03-31 00:00:00,124862.2,132068.2,143484.9,97724.3,88101.2,2796.2,122427.9,2020-03-31,131957.9,129537.0,149131.8,99892.3,96782.0,6000.0,128120.1,2021-03-31,119391.1,109288.7,87855.9,35001.5,33323.0,6488.8,117041.6,2022-03-31,158943.0,176063.6,110688.8,58518.8,56754.7,6304.7,156514.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,Navin Fluorine Intl. Ltd.,2013-03-31 00:00:00,5734.3,5304.1,9472.0,2656.7,1559.3,0.0,5074.9,2014-03-31 00:00:00,5127.8,4628.1,9940.4,3653.5,1844.5,0.0,4940.3,2015-03-31 00:00:00,6109.1,5603.5,10454.4,3362.2,2120.9,117.8,5959.9,2016-03-31 00:00:00,7032.3,6157.3,11289.0,3743.8,2202.3,0.0,6897.1,2017-03-31 00:00:00,7926.1,6880.1,14642.0,5280.9,3508.6,0.0,7501.0,2018-03-31 00:00:00,9811.8,7912.7,15847.3,6928.8,3592.5,0.0,9025.9,2019-03-31 00:00:00,9899.0,8403.3,17239.2,7713.2,4068.3,0.0,9646.0,2020-03-31,11948.6,8177.1,19952.8,7299.1,1560.4,71.1,10314.3,2021-03-31,12738.7,9837.9,23395.3,11719.9,3311.0,103.2,11420.0,2022-03-31,14443.6,11857.9,26112.0,12728.5,3766.8,121.4,14120.3,2023-03-31 00:00:00,16691.4,13629.2,29992.5,12095.9,3954.5,93.7,16375.5
450,Navkar Corporation Ltd.,2013-03-31 00:00:00,3380.0,2812.6,8337.6,1545.7,1168.4,3535.2,3333.5,2014-03-31 00:00:00,3701.9,2796.4,9177.9,1223.7,1112.2,3429.3,3471.8,2015-03-31 00:00:00,3320.2,2623.5,11225.8,1818.0,1958.3,3840.4,3287.5,2016-03-31 00:00:00,3796.0,2847.0,16705.9,3891.5,2138.2,2280.3,3472.7,2017-03-31 00:00:00,3840.2,2952.3,21686.7,2134.0,2535.9,3288.5,3709.0,2018-03-31 00:00:00,4311.3,3302.1,22901.7,1566.8,1313.4,3167.6,4281.7,2019-03-31 00:00:00,4838.3,4310.1,24555.8,1540.0,1743.8,3604.2,4825.9,2020-03-31,5681.1,5228.0,25674.8,1749.9,2238.3,3957.2,5670.9,2021-03-31,6741.8,6582.5,26526.3,1806.1,1921.2,4686.2,6723.6,2022-03-31,8610.3,7938.0,28193.6,2031.1,2203.4,5199.7,4531.4,2023-03-31 00:00:00,7103.3,6178.4,22573.4,2380.3,571.0,233.6,4417.0
451,Navneet Education Ltd.,2013-03-31 00:00:00,8115.6,7430.3,7326.0,4729.8,2773.5,24.2,8062.6,2014-03-31 00:00:00,8816.2,8000.9,8602.4,5697.7,3494.2,0.0,8781.0,2015-03-31 00:00:00,9794.9,8995.0,8403.9,5691.4,2672.1,0.0,9764.0,2016-03-31 00:00:00,9691.5,7940.5,8057.8,5276.7,1665.7,0.0,9454.5,2017-03-31 00:00:00,11138.0,9603.7,9974.1,6316.8,2515.7,0.0,10894.1,2018-03-31 00:00:00,11614.4,10438.6,11432.9,7445.8,3142.3,0.0,11367.5,2019-03-31 00:00:00,13801.8,12573.0,13087.2,8329.4,4260.3,0.0,13655.8,2020-03-31,14671.9,12317.0,13179.7,7918.5,3177.2,288.3,14476.8,2021-03-31,8180.4,7183.5,12233.1,6735.5,1612.7,203.7,8090.9,2022-03-31,11488.4,10259.9,13621.3,7597.8,2190.9,107.9,10653.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,Nelcast Ltd.,2013-03-31 00:00:00,5763.1,5547.0,4400.9,1883.2,1225.9,413.7,5686.2,2014-03-31 00:00:00,5822.0,5557.9,4592.4,1983.6,1171.6,435.6,5761.7,2015-03-31 00:00:00,6133.0,6055.2,4850.7,2143.5,1465.8,225.1,6073.7,2016-03-31 00:00:00,6292.1,6129.9,5150.8,2298.6,1646.5,64.6,6251.6,2017-03-31 00:00:00,6450.2,6192.0,5448.7,2601.6,1655.2,0.0,6390.3,2018-03-31 00:00:00,7670.5,7304.4,6369.9,3173.8,1983.4,300.0,7616.9,2019-03-31 00:00:00,8649.2,8750.7,7794.9,3510.6,2461.0,908.8,8602.3,2020-03-31,5803.6,5266.7,7764.1,3044.6,1811.5,1410.1,5708.5,2021-03-31,6198.5,5921.5,8389.2,3653.9,2624.1,1074.7,6149.7,2022-03-31,9367.4,9618.1,9613.0,4790.2,3402.8,1374.2,9273.4,2023-03-31 00:00:00,12801.3,12494.3,10264.5,5403.3,4126.2,1006.7,12639.8
453,Neogen Chemicals Ltd.,2013-03-31 00:00:00,736.8,716.6,549.5,410.7,309.7,57.5,733.0,2014-03-31 00:00:00,829.3,811.8,630.1,488.9,366.7,47.6,827.4,2015-03-31 00:00:00,852.8,832.4,685.7,527.3,378.1,36.3,846.1,2016-03-31 00:00:00,1009.8,992.3,805.4,609.5,450.2,36.4,1008.2,2017-03-31 00:00:00,1109.6,1084.4,1422.3,893.3,659.8,231.2,1106.7,2018-03-31 00:00:00,1837.3,1807.7,1822.2,1068.9,835.5,239.4,1829.2,2019-03-31 00:00:00,2562.6,2541.7,2478.6,1600.9,1167.4,388.5,2555.5,2020-03-31,3479.2,3627.7,3561.4,2317.1,1498.7,375.5,3476.0,2021-03-31,4014.5,3531.4,4935.8,2406.2,1779.9,1178.2,4008.2,2022-03-31,4885.9,5126.7,8102.0,4932.7,2184.8,1234.7,4872.5,2023-03-31 00:00:00,6908.2,7375.1,10640.2,6572.6,4107.8,1341.1,6861.9
454,Nesco Ltd.,2013-03-31 00:00:00,1653.7,846.3,4471.5,2833.1,416.3,0.0,1460.7,2014-03-31 00:00:00,1830.5,1021.1,5606.6,3936.0,452.4,0.0,1636.0,2015-03-31 00:00:00,2242.4,1143.7,6762.8,4152.7,473.7,0.0,1959.7,2016-03-31 00:00:00,2970.8,1546.2,8408.8,1612.1,491.0,0.0,2641.8,2017-03-31 00:00:00,3515.4,1819.5,10318.4,1186.8,611.4,0.0,3085.5,2018-03-31 00:00:00,3404.5,1646.8,11839.1,1137.8,1280.8,0.0,3043.9,2019-03-31 00:00:00,3920.7,2107.5,13477.0,691.0,922.6,0.0,3603.9,2020-03-31,4741.1,2393.9,16082.4,1092.8,1022.1,0.0,4317.2,2021-03-31,3561.5,1821.7,18203.8,2103.1,1239.3,0.0,2911.0,2022-03-31,3856.8,1961.0,19703.3,6115.6,774.7,4.1,3373.9,2023-03-31 00:00:00,6105.8,3215.3,22642.2,5287.6,1138.3,2.6,5460.1
455,Nestle India Ltd.,2012-12-31 00:00:00,86553.1,76873.8,52392.8,14938.2,11424.3,10499.5,86141.5,2013-12-31 00:00:00,95159.2,82928.2,64100.2,23057.2,13511.8,11894.8,94190.2,2014-12-31 00:00:00,102723.9,91568.1,59276.2,19674.1,13591.9,154.6,101780.7,2015-12-31 00:00:00,85925.7,80202.6,62048.7,24879.9,14841.1,167.9,84824.8,2016-12-31 00:00:00,96466.9,86524.7,69643.4,32884.1,13723.6,331.5,94745.7,2017-12-31 00:00:00,103691.0,91955.5,75209.6,39422.6,14975.8,351.4,101921.8,2018-12-31 00:00:00,118868.8,102859.6,82734.9,47424.5,18604.5,351.4,116269.3,2019-12-31,130123.8,111881.3,73247.5,38245.0,21978.8,1427.4,127639.4,2020-12-31,139035.9,118904.9,80461.2,41930.1,25004.8,974.8,137528.4,2021-12-31,153360.5,132852.3,83780.7,27719.6,27745.2,2177.8,151869.2,2022-12-31 00:00:00,175306.4,153903.9,91302.6,35038.6,30934.6,2173.1,174233.8
456,Neuland Laboratories Ltd.,2013-03-31 00:00:00,4764.6,4662.6,4451.0,2280.7,2657.4,511.2,4680.1,2014-03-31 00:00:00,4781.6,4513.6,4966.3,2898.8,3114.7,338.7,4770.6,2015-03-31 00:00:00,4771.0,4837.7,5234.2,3199.8,3016.3,332.2,4763.2,2016-03-31 00:00:00,5191.0,4987.9,5317.6,3166.1,2734.5,454.0,5174.8,2017-03-31 00:00:00,5888.9,5498.3,9188.9,3777.2,2917.3,298.1,5877.2,2018-03-31 00:00:00,5337.0,5646.1,11264.8,4505.1,3741.6,1034.9,5301.3,2019-03-31 00:00:00,6703.2,6483.9,12029.8,4564.4,3346.9,607.1,6674.5,2020-03-31,7666.0,7618.6,12574.9,5218.7,3700.3,799.5,7640.3,2021-03-31,9530.0,8739.6,13373.7,5515.4,3763.3,977.2,9369.6,2022-03-31,9531.5,9050.4,14030.6,5834.6,3723.4,1111.9,9516.8,2023-03-31 00:00:00,12009.6,10473.5,15963.9,7638.6,4492.8,780.9,11915.0
457,New Delhi Television Ltd.,2013-03-31 00:00:00,4098.3,4301.7,7619.5,3036.4,3262.1,0.0,3756.8,2014-03-31 00:00:00,3642.4,4177.9,7113.5,2659.7,2687.7,442.6,3466.0,2015-03-31 00:00:00,4353.3,4609.1,7098.3,2898.3,2879.6,264.1,4255.1,2016-03-31 00:00:00,4343.9,4560.0,6711.6,2709.8,2834.3,35.6,4281.9,2017-03-31 00:00:00,3902.2,4352.8,6772.9,2954.7,3190.9,7.1,3761.6,2018-03-31 00:00:00,3120.8,3735.2,6739.9,2805.8,3774.7,0.0,3009.5,2019-03-31 00:00:00,2742.3,2609.1,6882.4,3062.6,3818.6,0.0,2538.5,2020-03-31,2418.5,2288.2,7310.1,3359.3,4186.7,80.0,2247.9,2021-03-31,2523.8,2143.9,6984.5,2156.9,3500.3,69.9,1992.7,2022-03-31,2808.5,2216.6,6540.5,1587.9,2494.6,43.1,2330.2,2023-03-31 00:00:00,2524.0,2237.9,6590.4,1384.8,2287.1,28.0,2231.5
