,name,Year,Total income,Total expenses,Total assets,"Current assets (incl. short term investments, loans & advances)",Current liabilities & provisions,Long term borrowings excl current portion,Sales,Year.1,Total income.1,Total expenses.1,Total assets.1,"Current assets (incl. short term investments, loans & advances).1",Current liabilities & provisions.1,Long term borrowings excl current portion.1,Sales.1,Year.2,Total income.2,Total expenses.2,Total assets.2,"Current assets (incl. short term investments, loans & advances).2",Current liabilities & provisions.2,Long term borrowings excl current portion.2,Sales.2,Year.3,Total income.3,Total expenses.3,Total assets.3,"Current assets (incl. short term investments, loans & advances).3",Current liabilities & provisions.3,Long term borrowings excl current portion.3,Sales.3,Year.4,Total income.4,Total expenses.4,Total assets.4,"Current assets (incl. short term investments, loans & advances).4",Current liabilities & provisions.4,Long term borrowings excl current portion.4,Sales.4,Year.5,Total income.5,Total expenses.5,Total assets.5,"Current assets (incl. short term investments, loans & advances).5",Current liabilities & provisions.5,Long term borrowings excl current portion.5,Sales.5,Year.6,Total income.6,Total expenses.6,Total assets.6,"Current assets (incl. short term investments, loans & advances).6",Current liabilities & provisions.6,Long term borrowings excl current portion.6,Sales.6,Year.7,Total income.7,Total expenses.7,Total assets.7,"Current assets (incl. short term investments, loans & advances).7",Current liabilities & provisions.7,Long term borrowings excl current portion.7,Sales.7,Year.8,Total income.8,Total expenses.8,Total assets.8,"Current assets (incl. short term investments, loans & advances).8",Current liabilities & provisions.8,Long term borrowings excl current portion.8,Sales.8,Year.9,Total income.9,Total expenses.9,Total assets.9,"Current assets (incl. short term investments, loans & advances).9",Current liabilities & provisions.9,Long term borrowings excl current portion.9,Sales.9,Year.10,Total income.10,Total expenses.10,Total assets.10,"Current assets (incl. short term investments, loans & advances).10",Current liabilities & provisions.10,Long term borrowings excl current portion.10,Sales.10
407,Mawana Sugars Ltd.,2013-09-30 00:00:00,13901.5,17385.2,10008.5,3179.3,9302.8,1438.4,13598.3,2014-12-31 00:00:00,14919.2,17247.3,10549.4,4191.0,12077.6,909.4,14820.7,2014-12-31 00:00:00,14919.2,17247.3,10549.4,4191.0,12077.6,909.4,14820.7,2016-03-31 00:00:00,16678.0,17931.0,11594.7,5603.9,11198.0,2455.7,16583.1,2017-03-31 00:00:00,16319.6,13159.5,12956.1,6529.0,6753.4,1412.5,12701.7,2018-03-31 00:00:00,13874.3,13539.9,11871.7,5629.2,6305.1,970.4,13470.9,2019-03-31 00:00:00,12348.9,15151.3,14889.6,8432.9,8029.3,1758.5,11912.8,2020-03-31,14355.4,15757.2,15336.9,10142.5,9502.7,1952.1,11716.8,2021-03-31,17740.1,16564.8,14429.6,10199.8,9205.6,753.7,14752.0,2022-03-31,14919.6,13514.5,11139.2,7431.6,6108.8,409.6,14824.2,2023-03-31 00:00:00,14863.4,14598.1,10972.4,7254.5,6267.1,77.8,14817.9
408,Max Financial Services Ltd.,2013-03-31 00:00:00,15893.0,10270.3,34146.7,6660.0,2176.9,667.8,7690.6,2014-03-31 00:00:00,10631.0,8828.1,35382.9,4820.4,2753.2,453.0,7894.9,2015-03-31 00:00:00,5846.7,1937.3,37381.0,6134.2,509.1,0.0,1.6,2016-03-31 00:00:00,2012.4,860.3,19677.9,2871.2,667.2,0.0,4.2,2017-03-31 00:00:00,2562.9,1022.9,20937.5,537.0,297.7,0.0,4.2,2018-03-31 00:00:00,2642.1,1202.7,23034.7,0.0,3826.7,0.0,216.6,2019-03-31 00:00:00,3177.8,2683.9,24301.8,0.0,4289.0,0.0,277.1,2020-03-31,4950.2,2224.7,25318.8,0.0,2481.7,0.0,206.0,2021-03-31,3078.1,2085.8,66819.5,0.0,325.9,0.0,210.8,2022-03-31,2020.6,994.4,67836.2,0.0,252.8,0.0,210.8,2023-03-31 00:00:00,582.3,443.6,67836.0,0.0,180.7,0.0,209.0
409,Max Healthcare Institute Ltd.,2013-03-31 00:00:00,6307.1,6885.3,13035.8,2602.7,3255.1,1964.8,5911.4,2014-03-31 00:00:00,7406.2,7729.7,12870.6,2349.6,2524.3,2270.6,7059.3,2015-03-31 00:00:00,8226.7,8608.1,14674.2,3575.6,2282.2,2227.5,7895.7,2016-03-31 00:00:00,9470.4,9705.9,17628.6,1988.8,2774.5,1755.6,9123.8,2017-03-31 00:00:00,10685.8,10622.4,18984.6,2666.9,3016.7,2429.1,10100.3,2018-03-31 00:00:00,11135.8,11411.6,19959.8,3006.2,3531.3,3104.4,10589.1,2019-03-31 00:00:00,10606.0,10835.8,20267.7,3800.8,3379.7,3267.4,10076.5,2020-03-31,1254.7,1284.3,35563.4,27959.5,6742.9,0.0,592.6,2021-03-31,11861.9,13506.4,72260.3,9828.6,2961.6,4555.0,10796.8,2022-03-31,19336.4,16025.1,75601.0,7125.0,3097.5,4156.5,18000.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,Mayur Uniquoters Ltd.,2013-03-31 00:00:00,4209.6,3833.5,2333.6,1543.5,1060.8,45.9,4169.4,2014-03-31 00:00:00,5186.3,4635.1,3267.3,1997.1,1431.4,156.8,5168.9,2015-03-31 00:00:00,5693.9,4994.7,4812.9,3361.9,1789.0,137.5,5576.9,2016-03-31 00:00:00,5695.7,4873.0,5442.3,3988.4,1863.1,90.5,5620.6,2017-03-31 00:00:00,5349.1,4527.0,4844.4,3431.1,778.4,39.3,5234.8,2018-03-31 00:00:00,5771.0,4836.0,5392.9,3977.4,737.1,18.7,5636.7,2019-03-31 00:00:00,5952.9,5161.8,6302.7,4295.1,840.1,131.7,5734.3,2020-03-31,5356.2,4560.6,7137.3,4359.5,1007.7,177.3,5164.6,2021-03-31,5238.6,4421.6,7787.3,4933.8,1189.8,159.0,5042.8,2022-03-31,6556.8,5786.2,8295.7,5198.1,902.7,215.2,6351.1,2023-03-31 00:00:00,8068.5,7079.5,8828.2,5704.7,985.0,151.8,7843.2
411,Mazagon Dock Shipbuilders Ltd.,2013-03-31 00:00:00,30231.2,24649.8,256549.7,247693.7,234571.1,814.9,24474.2,2014-03-31 00:00:00,7610.2,30473.0,288775.0,272024.6,256016.7,887.7,1412.8,2015-03-31 00:00:00,30882.6,36993.2,319224.2,301654.5,282278.4,794.3,25162.6,2016-03-31 00:00:00,49001.0,43311.0,189605.3,175891.1,152400.0,0.0,41270.6,2017-03-31 00:00:00,43670.8,38183.7,193550.2,177082.3,151892.2,0.0,35303.9,2018-03-31 00:00:00,51124.1,46722.9,192319.5,172138.0,152718.5,0.0,44879.8,2019-03-31 00:00:00,53038.1,47864.0,207541.2,182679.1,164141.9,345.0,46139.5,2020-03-31,55188.0,51103.2,207306.6,182402.2,166281.7,348.4,49048.4,2021-03-31,46761.3,41976.2,253145.2,226776.6,213828.2,230.3,40467.6,2022-03-31,61829.2,55986.4,301274.2,273312.7,259857.7,47.4,57310.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,Mazda Ltd.,2013-03-31 00:00:00,1325.3,1168.4,958.0,707.4,181.2,0.0,1307.1,2014-03-31 00:00:00,1140.1,1106.2,1163.8,912.0,309.4,0.0,1119.4,2015-03-31 00:00:00,1287.7,1140.6,1230.7,964.5,296.0,0.0,1273.3,2016-03-31 00:00:00,1344.7,1232.2,1327.1,1013.8,304.8,0.0,1324.2,2017-03-31 00:00:00,1246.9,1107.9,1415.8,959.0,200.6,0.0,1196.0,2018-03-31 00:00:00,1129.8,1032.1,1515.5,1090.1,229.7,0.0,1088.7,2019-03-31 00:00:00,1421.1,1391.4,1732.0,1230.1,353.8,4.3,1386.3,2020-03-31,1814.1,1633.4,1674.2,1031.5,323.7,8.0,1797.0,2021-03-31,1548.6,1338.0,1730.2,1031.6,228.6,7.6,1524.3,2022-03-31,1683.3,1507.0,1918.6,1129.7,253.0,2.0,1650.2,2023-03-31 00:00:00,1938.3,1818.3,2242.8,1449.4,341.1,2.0,1916.0
413,Megasoft Ltd.,2012-12-31 00:00:00,550.6,538.8,2413.8,1211.1,681.6,2.2,461.6,2013-12-31 00:00:00,542.3,513.3,2223.2,1040.9,466.3,1.1,506.2,2015-03-31 00:00:00,661.3,655.1,2169.8,1010.8,411.3,0.1,533.7,2016-03-31 00:00:00,308.9,304.7,1818.0,650.9,347.7,0.0,300.4,2017-03-31 00:00:00,391.1,379.7,2282.8,1157.8,715.3,0.0,310.5,2018-03-31 00:00:00,295.2,344.6,2525.2,594.1,1006.2,0.0,285.2,2019-03-31 00:00:00,337.8,333.7,2865.2,515.7,1267.3,0.0,247.7,2020-03-31,268.4,262.8,2922.9,565.4,1268.4,0.0,250.6,2021-03-31,233.3,219.4,2844.0,437.6,1101.7,40.3,226.8,2022-03-31,1683.6,1627.8,2563.4,634.2,238.8,269.2,360.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Menon Bearings Ltd.,2013-03-31 00:00:00,919.3,887.9,731.6,332.2,277.9,86.3,909.9,2014-03-31 00:00:00,949.3,896.4,743.5,351.6,287.6,57.8,941.1,2015-03-31 00:00:00,1116.4,1004.3,784.3,414.0,279.1,37.8,1105.8,2016-03-31 00:00:00,1218.5,1087.4,801.0,435.0,219.3,20.5,1209.4,2017-03-31 00:00:00,1242.3,1048.8,1027.7,611.6,311.9,37.0,1233.1,2018-03-31 00:00:00,1467.9,1268.8,1258.5,726.1,401.7,49.7,1454.5,2019-03-31 00:00:00,1754.1,1505.3,1581.2,786.9,363.3,273.5,1736.9,2020-03-31,1403.5,1256.9,1497.3,660.9,368.6,205.2,1371.9,2021-03-31,1509.0,1325.2,1547.9,713.5,387.7,129.7,1494.7,2022-03-31,1980.0,1757.2,1633.3,835.6,404.4,66.4,1968.4,2023-03-31 00:00:00,2198.6,1879.4,1818.4,863.5,389.5,57.9,2181.7
415,Metropolis Healthcare Ltd.,2013-03-31 00:00:00,2019.9,1641.5,2848.7,1517.3,432.1,161.5,1946.9,2014-03-31 00:00:00,2339.9,1892.9,3274.1,1987.4,489.8,99.0,2219.1,2015-03-31 00:00:00,2586.8,2154.0,3649.1,2332.8,499.1,36.5,2539.1,2016-03-31 00:00:00,3454.7,2676.7,3112.4,1688.6,834.7,0.0,3044.0,2017-03-31 00:00:00,3852.2,3010.6,4327.0,2173.2,1411.1,0.0,3558.8,2018-03-31 00:00:00,5006.0,4048.4,6323.6,3356.0,1813.0,0.0,4826.7,2019-03-31 00:00:00,6017.5,5002.9,7713.2,3067.4,2034.8,0.0,5802.0,2020-03-31,7041.3,5920.8,9059.0,3755.4,2071.0,366.0,6720.8,2021-03-31,9852.0,8025.5,10784.1,6739.6,2749.3,782.2,9712.6,2022-03-31,12067.0,10071.7,17244.7,4399.1,3736.7,2403.8,11732.7,2023-03-31 00:00:00,11053.2,9663.7,16829.3,3216.5,3094.9,1548.8,10790.1
416,Minda Corporation Ltd.,2013-03-31 00:00:00,6517.9,6213.0,5523.5,2551.2,2032.9,178.6,6367.6,2014-03-31 00:00:00,6705.6,6512.1,5765.4,2112.5,2070.7,137.1,6604.3,2015-03-31 00:00:00,7000.7,6632.4,5474.4,1815.8,1527.5,70.5,6955.8,2016-03-31 00:00:00,7671.1,7222.2,6597.9,2465.9,1824.7,350.4,7620.4,2017-03-31 00:00:00,8473.0,7891.0,8257.0,2643.0,2602.0,714.0,8342.0,2018-03-31 00:00:00,20132.0,19348.0,15362.0,7334.0,6834.0,1096.0,19927.0,2019-03-31 00:00:00,24181.0,23000.0,20077.0,11355.0,7350.0,911.0,23708.0,2020-03-31,21789.0,24395.0,19589.0,11935.0,8976.0,1526.0,21311.0,2021-03-31,23201.0,22622.0,22576.0,14555.0,10689.0,1231.0,22682.0,2022-03-31,28030.0,26313.0,23019.0,12460.0,9205.0,1644.0,27362.0,2023-03-31 00:00:00,35343.0,33172.0,28627.0,12197.0,11388.0,2892.0,34851.0
417,Mindteck (India) Ltd.,2013-03-31 00:00:00,584.3,566.5,1551.1,164.0,75.5,4.6,582.5,2014-03-31 00:00:00,766.5,646.4,1678.2,256.6,115.6,0.0,760.5,2015-03-31 00:00:00,810.1,695.3,1872.7,406.2,178.6,0.0,804.1,2016-03-31 00:00:00,888.6,806.6,1942.2,507.2,191.8,0.0,868.8,2017-03-31 00:00:00,861.9,817.9,1959.8,533.4,142.2,0.0,839.0,2018-03-31 00:00:00,903.2,884.1,2055.0,530.0,179.8,0.0,886.8,2019-03-31 00:00:00,1103.7,1031.8,2169.8,584.1,190.6,0.0,1078.8,2020-03-31,943.4,1535.8,1644.7,509.2,219.9,79.3,925.5,2021-03-31,1068.1,982.8,1656.4,711.4,262.0,33.4,1041.9,2022-03-31,1182.2,1072.4,1782.2,660.8,250.6,47.2,1144.8,2023-03-31 00:00:00,1333.7,1185.0,1772.5,881.0,228.7,22.0,1297.7
418,Mirza International Ltd.,2013-03-31 00:00:00,6452.5,6136.3,5121.5,2234.3,1827.8,503.8,6451.1,2014-03-31 00:00:00,7080.0,7045.2,6204.5,2989.3,2574.5,454.4,7077.5,2015-03-31 00:00:00,9191.2,8976.2,6646.0,3458.6,2942.9,309.7,9186.7,2016-03-31 00:00:00,9338.4,8891.5,7646.8,4112.5,2600.5,276.9,9308.6,2017-03-31 00:00:00,9406.3,8819.6,7680.9,4015.0,2147.1,148.2,9397.5,2018-03-31 00:00:00,9747.8,10048.5,10059.0,6088.6,3773.4,160.3,9742.4,2019-03-31 00:00:00,11543.9,11468.1,11453.6,7118.5,4648.8,215.7,11517.0,2020-03-31,12618.5,12042.5,12601.4,6482.3,4225.7,1565.1,12601.8,2021-03-31,10480.6,10733.3,11680.8,5777.8,3048.3,1380.8,10468.2,2022-03-31,14034.4,13180.1,6173.5,3087.3,1567.2,36.6,13856.3,2023-03-31 00:00:00,6355.2,6011.9,5926.5,2601.8,1038.6,20.9,6270.6
419,Mishra Dhatu Nigam Ltd.,2013-03-31 00:00:00,5860.6,4823.2,13912.8,11748.2,6181.0,98.0,5586.5,2014-03-31 00:00:00,5875.5,5146.5,13557.3,11145.6,6698.8,148.9,5628.6,2015-03-31 00:00:00,6786.1,5691.4,11293.9,8685.5,5171.0,143.4,6559.9,2016-03-31 00:00:00,7917.8,6344.4,11418.7,7980.0,3192.0,90.1,7614.9,2017-03-31 00:00:00,8337.1,6297.6,11282.7,7435.0,2648.6,12.4,8114.6,2018-03-31 00:00:00,7027.4,6074.7,13911.4,8831.6,4426.0,9.2,6687.1,2019-03-31 00:00:00,7477.6,7211.8,18414.5,11754.9,5432.7,5.7,7123.9,2020-03-31,7493.1,8468.2,24174.0,15272.8,7098.9,1.8,7138.7,2021-03-31,8332.7,6253.9,24836.0,14672.1,6587.2,0.0,8156.0,2022-03-31,8907.8,8437.1,28108.7,16974.6,8209.7,277.6,8618.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,Mittal Life Style Ltd.,2013-03-31 00:00:00,252.7,251.6,55.5,53.2,17.0,24.4,252.7,2014-03-31 00:00:00,323.3,323.1,75.9,72.0,29.9,31.8,323.2,2015-03-31 00:00:00,463.5,468.5,92.4,89.1,45.0,7.3,463.4,2016-03-31 00:00:00,590.4,595.2,127.5,124.5,65.6,12.3,590.4,2017-03-31 00:00:00,808.4,820.9,171.5,165.5,84.4,32.7,785.7,2018-03-31 00:00:00,824.7,814.2,254.9,250.4,96.3,48.8,801.3,2019-03-31 00:00:00,918.1,884.6,240.5,237.2,84.0,37.6,897.4,2020-03-31,997.4,1010.8,315.1,312.3,181.1,0.0,983.2,2021-03-31,532.2,517.5,265.7,263.5,129.0,0.0,521.5,2022-03-31,525.5,493.9,196.1,194.4,36.0,0.0,518.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,Modi Rubber Ltd.,2013-03-31 00:00:00,543.0,270.2,1912.6,529.8,532.7,0.6,99.1,2014-03-31 00:00:00,227.9,215.5,1823.7,466.9,436.3,0.3,44.7,2015-03-31 00:00:00,254.1,242.1,1803.7,462.4,401.5,5.0,52.3,2016-03-31 00:00:00,233.9,181.6,1855.3,421.0,403.4,3.8,53.9,2017-03-31 00:00:00,250.1,180.8,2077.9,278.6,412.3,35.6,51.5,2018-03-31 00:00:00,460.7,489.1,2063.8,461.5,424.7,32.2,59.3,2019-03-31 00:00:00,302.6,256.5,2087.0,466.4,375.0,28.8,57.1,2020-03-31,318.2,261.7,2089.1,534.6,333.6,43.3,58.6,2021-03-31,342.4,265.3,2230.0,939.5,276.6,38.9,36.5,2022-03-31,335.2,282.9,4315.2,741.1,318.5,36.5,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,Moksh Ornaments Ltd.,2013-03-31 00:00:00,773.4,888.4,143.9,140.6,132.8,5.8,773.4,2014-03-31 00:00:00,809.5,853.7,200.9,199.7,147.6,46.7,809.5,2015-03-31 00:00:00,1109.1,1160.5,266.5,249.2,189.4,48.8,1107.6,2016-03-31 00:00:00,1430.1,1433.9,440.1,412.1,329.2,31.1,1429.2,2017-03-31 00:00:00,2399.3,2493.9,523.4,503.4,403.7,8.8,2397.7,2018-03-31 00:00:00,3100.2,2836.4,621.8,600.7,363.6,0.0,3098.3,2019-03-31 00:00:00,3814.7,3993.7,847.1,825.7,541.0,0.0,3809.7,2020-03-31,3486.7,3339.4,1033.1,1025.8,673.5,0.0,3440.2,2021-03-31,3398.7,3387.9,790.6,787.2,334.4,50.0,3369.2,2022-03-31,3249.2,3047.2,507.5,502.0,18.5,36.3,3241.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Mold-Tek Packaging Ltd.,2013-03-31 00:00:00,2149.9,2130.6,1450.9,665.7,717.1,218.2,2147.1,2014-03-31 00:00:00,2844.4,2816.6,1659.3,853.7,881.8,194.9,2839.7,2015-03-31 00:00:00,3195.1,2979.7,1701.2,885.0,374.6,109.7,3191.4,2016-03-31 00:00:00,3094.4,2830.2,2041.8,1061.3,611.4,66.2,3088.4,2017-03-31 00:00:00,3393.9,3140.8,2502.2,1209.2,814.4,30.9,3378.5,2018-03-31 00:00:00,3513.4,3229.5,3173.8,1597.3,1210.8,23.2,3503.1,2019-03-31 00:00:00,3959.6,3729.9,3594.2,1430.1,1376.5,150.3,3941.1,2020-03-31,4396.8,4014.2,3810.0,1453.3,1435.1,252.7,4374.5,2021-03-31,4797.1,4369.9,4581.8,1910.9,1691.5,166.1,4789.7,2022-03-31,6330.3,5775.9,6006.3,2964.1,985.2,254.6,6315.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,Mold-Tek Technologies Ltd.,2013-03-31 00:00:00,317.9,299.8,342.6,122.1,110.3,7.7,309.3,2014-03-31 00:00:00,355.0,346.7,340.9,137.1,100.9,1.9,347.4,2015-03-31 00:00:00,421.2,376.4,389.1,200.1,127.8,2.8,411.2,2016-03-31 00:00:00,518.3,472.2,449.3,242.3,121.7,14.5,480.1,2017-03-31 00:00:00,598.4,538.1,587.2,359.8,192.4,8.4,564.1,2018-03-31 00:00:00,655.3,601.4,595.4,382.8,177.1,3.0,652.9,2019-03-31 00:00:00,800.3,684.1,758.6,532.9,252.6,0.1,782.6,2020-03-31,914.2,809.7,818.1,577.3,289.9,17.9,908.5,2021-03-31,811.4,712.8,967.0,699.5,331.0,28.4,760.2,2022-03-31,931.5,799.8,1165.6,787.3,410.3,41.7,902.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,Monte Carlo Fashions Ltd.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-31 00:00:00,5183.1,4833.6,6757.7,3665.9,1657.5,664.9,5017.2,2015-03-31 00:00:00,6015.4,5877.6,7422.2,5252.0,2539.9,621.9,5810.9,2016-03-31 00:00:00,6390.3,6124.7,8020.0,5845.6,3138.6,292.9,6204.1,2017-03-31 00:00:00,6093.1,5503.8,7048.6,4873.8,1799.1,153.9,5843.1,2018-03-31 00:00:00,5941.6,5167.6,7240.6,5035.3,1822.3,128.2,5752.0,2019-03-31 00:00:00,6746.0,6296.3,7891.1,5692.8,2730.7,128.7,6550.7,2020-03-31,7371.3,6995.6,9113.8,6138.5,2591.3,867.0,7244.6,2021-03-31,7062.6,6268.6,9390.4,6816.8,2316.1,836.8,6852.7,2022-03-31,10231.8,9887.1,11190.5,8037.7,3236.1,824.6,9965.9,2023-03-31 00:00:00,12560.3,12848.6,15041.6,10689.8,5510.8,1138.8,12284.5
426,Morepen Laboratories Ltd.,2013-03-31 00:00:00,3150.2,3360.5,5417.0,874.0,1079.2,944.9,3093.2,2014-03-31 00:00:00,3444.2,3488.3,5079.9,920.7,996.8,746.5,3407.3,2015-03-31 00:00:00,3792.2,3767.1,5002.0,1044.1,1144.3,622.2,3778.6,2016-03-31 00:00:00,4628.3,4514.9,5348.4,1468.7,1507.8,427.4,4615.2,2017-03-31 00:00:00,5512.2,5425.0,5501.9,1809.4,1909.5,9.3,5475.1,2018-03-31 00:00:00,5643.6,5332.7,5932.0,2296.7,2051.0,27.0,5608.2,2019-03-31 00:00:00,7209.2,7118.3,6217.7,2857.4,2035.7,17.9,7172.5,2020-03-31,8014.1,7762.6,6631.7,3494.5,2109.3,9.2,7919.9,2021-03-31,11241.9,10714.1,8519.3,4972.2,2604.2,8.3,11124.7,2022-03-31,14621.4,13584.5,10474.9,6818.1,2930.9,13.2,14492.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,Motilal Oswal Financial Services Ltd.,2013-03-31 00:00:00,962.9,563.6,8135.3,5142.4,1920.9,250.0,0.0,2014-03-31 00:00:00,1048.8,608.2,7664.8,4612.0,1910.5,188.3,35.9,2015-03-31 00:00:00,1384.6,709.1,10727.0,5470.0,3296.3,1500.0,81.9,2016-03-31 00:00:00,1114.6,647.1,11071.6,3808.0,3177.4,1000.0,142.8,2017-03-31 00:00:00,1361.6,498.6,11615.3,4271.9,3757.4,1000.0,194.8,2018-03-31 00:00:00,13936.0,10003.3,52960.2,0.0,15318.7,0.0,454.6,2019-03-31 00:00:00,13240.3,10017.2,57287.9,0.0,16129.3,0.0,561.4,2020-03-31,14297.8,12329.8,65477.9,0.0,23082.5,0.0,567.1,2021-03-31,22272.0,14765.4,95840.8,0.0,37616.8,0.0,315.7,2022-03-31,26191.8,19123.6,114465.4,0.0,48987.4,0.0,656.7,2023-03-31 00:00:00,28584.6,22895.5,146946.9,0.0,63557.8,0.0,560.5
428,Mphasis Ltd.,2012-10-31 00:00:00,37134.2,31023.7,51033.4,37104.7,14452.1,0.0,35482.3,2013-10-31 00:00:00,35507.9,30112.8,49830.9,22420.4,12027.7,0.0,34264.0,2015-03-31 00:00:00,32006.4,26476.1,52768.2,28139.3,10722.6,0.0,30173.6,2016-03-31 00:00:00,30923.9,26393.5,54482.8,28793.7,7491.6,0.0,29149.2,2017-03-31 00:00:00,32076.8,25785.7,54906.9,30519.2,6252.0,0.0,29521.7,2018-03-31 00:00:00,33985.2,26586.3,47272.6,23303.1,7343.1,0.0,31218.4,2019-03-31 00:00:00,36390.1,28695.8,43441.5,19912.1,9633.8,0.0,35280.5,2020-03-31,46704.3,34653.7,55639.0,26180.8,12698.1,4853.4,43401.6,2021-03-31,56507.0,45403.4,60344.7,31103.6,11818.6,4359.3,55344.2,2022-03-31,75127.8,62775.3,70235.3,39681.3,20058.8,4011.2,72964.4,2023-03-31 00:00:00,95890.2,81751.5,72933.0,43038.7,17192.5,4992.5,94763.8
429,Mukta Arts Ltd.,2013-03-31 00:00:00,2634.4,2605.4,2583.3,931.2,801.2,170.3,2539.9,2014-03-31 00:00:00,2996.3,3011.5,2700.6,720.0,964.3,150.8,2867.2,2015-03-31 00:00:00,1160.1,1230.0,2154.1,373.8,740.7,88.7,1042.1,2016-03-31 00:00:00,689.1,708.2,2113.0,350.8,365.9,447.9,646.9,2017-03-31 00:00:00,803.7,791.3,2038.8,308.4,229.7,391.3,669.9,2018-03-31 00:00:00,259.8,244.9,2067.2,553.7,197.4,442.2,112.5,2019-03-31 00:00:00,309.5,270.7,2132.7,600.2,211.4,438.6,195.9,2020-03-31,325.8,274.1,2200.4,672.3,223.7,495.3,216.0,2021-03-31,298.1,228.3,2513.7,974.3,472.3,495.4,186.3,2022-03-31,645.6,439.7,2512.6,1076.9,222.8,476.3,483.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Multi Commodity Exchange Of India Ltd.,2013-03-31 00:00:00,6455.7,3469.3,22897.1,14737.9,6657.8,0.0,212.3,2014-03-31 00:00:00,4449.6,2873.3,23075.7,15799.5,4325.9,0.0,176.1,2015-03-31 00:00:00,3606.3,2156.2,24608.4,16853.0,4582.5,0.0,132.0,2016-03-31 00:00:00,3552.3,2414.5,25518.8,14868.6,4174.0,0.0,152.1,2017-03-31 00:00:00,3758.7,2496.0,25956.5,9191.9,3494.2,0.0,154.1,2018-03-31 00:00:00,3561.6,2498.1,27046.3,10474.0,4119.1,0.0,142.1,2019-03-31 00:00:00,3952.1,2587.1,23705.7,6604.8,1278.5,0.0,119.4,2020-03-31,4817.8,2732.6,25754.7,7037.4,1946.5,15.3,135.8,2021-03-31,4950.9,3072.7,25946.2,7219.6,1852.2,8.5,135.3,2022-03-31,4064.0,2879.4,25925.9,8478.3,2232.6,4.6,137.5,2023-03-31 00:00:00,5214.7,3916.4,27022.2,4169.7,2517.4,11.3,215.7
431,Munjal Showa Ltd.,2013-03-31 00:00:00,17303.8,16675.6,5342.5,2406.5,2093.1,0.0,17239.6,2014-03-31 00:00:00,17407.9,16765.5,5773.2,2971.6,2052.1,0.0,17346.7,2015-03-31 00:00:00,17930.0,17198.9,6159.2,3608.7,1915.3,0.0,17838.2,2016-03-31 00:00:00,16394.9,15767.4,6123.7,3595.9,1468.8,0.0,16339.3,2017-03-31 00:00:00,16080.9,15440.7,7144.6,4360.8,1582.3,0.0,15905.1,2018-03-31 00:00:00,16361.4,15616.3,8344.4,5803.0,2231.9,0.0,16154.5,2019-03-31 00:00:00,16926.9,16326.7,8240.4,5408.3,1805.8,0.0,16693.0,2020-03-31,13130.0,12720.4,7795.5,5068.7,1199.4,0.0,12882.0,2021-03-31,11093.6,10788.5,8105.4,5477.9,1505.4,0.0,10853.7,2022-03-31,10781.1,10658.7,7974.4,5217.0,1408.8,0.0,10599.5,2023-03-31 00:00:00,12718.2,12478.2,8249.8,5620.6,1500.9,0.0,12405.4
432,Murudeshwar Ceramics Ltd.,2013-03-31 00:00:00,1550.5,1572.2,4787.9,1952.4,1138.6,548.9,1543.8,2014-03-31 00:00:00,1541.5,1419.2,4630.7,1767.3,1027.9,461.3,1531.4,2015-03-31 00:00:00,1480.6,1368.8,4562.9,1731.8,1085.4,315.9,1465.6,2016-03-31 00:00:00,1236.0,1184.7,4666.3,1607.8,1099.0,262.8,1222.5,2017-03-31 00:00:00,1115.1,1131.4,4773.6,1563.3,1096.6,269.4,1105.6,2018-03-31 00:00:00,1220.1,1382.9,4823.8,1624.4,1034.4,322.3,1207.7,2019-03-31 00:00:00,1276.3,1149.4,4813.2,1679.4,1004.8,230.2,1258.1,2020-03-31,1117.0,961.7,4809.2,1579.2,1083.1,98.3,1033.3,2021-03-31,817.7,936.5,4804.3,1554.2,1073.1,163.3,806.4,2022-03-31,1243.2,1279.0,4836.9,1595.9,1028.6,176.5,1230.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
