name,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
E I H Ltd.,11800.7,12913.3,13735.2,14939.3,13831.8,14351.2,16424.3,14470.5,4736.4,9660.9
E P L Ltd.,6586.3,7484.8,8302.2,8863.5,9006.8,8760.5,8637.1,8941.0,9552.0,12115.0
Easy Trip Planners Ltd.,5980.1,0.0,0.0,8629.4,1281.3,2454.0,2811.7,3038.1,2104.9,4124.8
Eclerx Services Ltd.,5798.5,7292.7,8503.0,11448.2,11905.8,12114.8,11959.8,11745.9,12367.9,15723.6
Edelweiss Financial Services Ltd.,1600.6,2159.3,2515.8,3403.7,4508.9,4410.0,3361.0,2636.7,17358.3,14437.4
Eicher Motors Ltd.,12296.3,20016.7,34465.5,72787.3,81937.4,96031.5,103487.8,98599.4,93672.7,107668.7
Eimco Elecon (India) Ltd.,1866.3,2102.5,2146.4,1570.8,1989.0,1522.5,1957.3,1186.0,1374.9,969.6
Electrosteel Castings Ltd.,21140.6,22998.7,22987.1,21201.0,20129.0,21741.2,24617.1,25299.1,31569.6,51138.2
Elgi Equipments Ltd.,8865.8,8836.8,8285.3,9343.3,9630.3,10546.2,11933.8,11305.9,11242.4,16282.7
Emami Ltd.,17203.3,18288.6,22597.0,22929.1,24443.4,24691.3,25259.0,24840.1,26863.3,32201.4
Emami Paper Mills Ltd.,5281.3,5716.0,5459.0,5577.7,12129.4,13560.1,15506.2,15262.8,13122.2,19597.6
Emkay Global Financial Services Ltd.,808.5,701.3,1079.3,956.5,967.0,1330.6,1315.9,1226.4,1487.1,1837.6
Emkay Taps & Cutting Tools Ltd.,0.0,358.0,481.4,579.7,565.9,715.2,826.5,617.3,804.5,1016.0
Emmbi Industries Ltd.,1475.3,1680.9,1935.0,2189.8,2419.2,2822.9,3173.9,3367.2,3230.5,5152.8
Endurance Technologies Ltd.,27397.1,34569.6,38724.3,40775.6,42938.6,46434.3,54336.8,49747.5,48136.8,57545.5
Equitas Small Finance Bank Ltd.,475.2,1316.9,2965.4,4793.5,12518.4,17990.4,23949.5,29281.0,37120.9,39975.3
Eris Lifesciences Ltd.,4502.2,5590.9,5572.0,6328.6,7391.7,7888.4,9290.4,10357.3,11188.4,12447.2
Esab India Ltd.,5590.5,4860.9,6149.4,5029.7,5307.5,5643.3,6988.4,7199.4,7002.7,9125.2
Escorts Kubota Ltd.,65136.8,65136.8,42156.9,36606.7,42829.5,50868.9,63100.7,58532.0,70838.5,73657.0
Ester Industries Ltd.,9644.3,10195.7,9860.9,8454.1,7758.0,8301.6,10337.8,10475.9,9997.5,14145.8
Excel Industries Ltd.,4253.6,4628.8,5431.1,4796.7,5145.8,6280.6,8293.7,7111.1,7593.9,11930.1
Exide Industries Ltd.,69508.4,67957.9,76866.1,77882.8,86660.6,95276.3,107382.1,99206.0,105596.8,177020.2
Expleo Solutions Ltd.,1600.7,2030.8,2158.6,2692.5,2609.3,2845.0,2883.2,2761.7,3058.3,7501.6
F D C Ltd.,8278.7,8952.9,9415.6,10499.1,10976.2,11214.6,11306.6,14137.5,14226.1,15977.1
Federal Bank Ltd.,68735.1,77240.3,84495.9,85566.8,97592.0,109332.8,127700.6,151481.0,157166.1,158327.7
Federal-Mogul Goetze (India) Ltd.,13137.1,12683.3,17045.3,15012.8,14134.6,13622.1,13474.7,10911.5,11136.5,13453.0
Fiem Industries Ltd.,6677.7,7931.3,9064.6,10928.8,11409.0,12836.4,14450.1,13793.1,12250.9,15748.8
Filatex India Ltd.,13822.6,19705.4,17405.5,14365.0,17228.0,19856.2,29073.6,28140.1,22641.9,38606.3
Fine Organic Inds. Ltd.,0.0,5877.6,6468.0,6826.1,8188.5,8840.3,10643.9,10470.4,11385.6,18916.6
Fineotex Chemical Ltd.,475.6,627.6,761.6,794.8,921.6,994.2,1143.7,1323.6,1450.1,2562.2
Finolex Cables Ltd.,24477.0,25688.7,26558.1,26479.4,27832.9,30171.1,32225.0,30507.8,28451.0,39199.5
Finolex Industries Ltd.,24722.9,28303.3,28473.4,29072.6,30128.9,28676.3,31328.9,30180.8,35369.5,51065.4
Firstsource Solutions Ltd.,10554.7,9877.2,9373.7,9005.4,9571.7,8756.8,8314.6,9707.1,13577.3,16249.7
Fortis Healthcare Ltd.,5435.3,5985.5,8333.8,7962.9,8143.1,8063.4,11809.9,16401.9,8882.6,9966.9
Foseco India Ltd.,2757.7,2555.9,2951.2,3288.3,3828.3,3812.2,3674.0,3303.4,2573.6,3440.8
G A I L (India) Ltd.,490471.0,595821.3,584256.8,532271.4,506030.5,550085.2,768930.7,737187.3,588303.1,938756.3
G M M Pfaudler Ltd.,1879.8,2172.0,2430.1,2501.7,2994.1,3247.5,4281.8,5249.0,6540.7,8217.2
Gabriel India Ltd.,13372.1,14267.0,15984.9,15945.4,16820.4,18868.3,20857.1,18798.2,17249.7,23581.6
Galaxy Surfactants Ltd.,15027.5,15073.1,15626.6,14212.9,16254.5,17313.1,20366.1,18001.1,18377.2,26367.0
Gallantt Ispat Ltd.,7474.4,7533.0,8098.0,7462.6,6944.5,8503.3,10691.9,8661.9,21145.1,30709.8
Gandhi Special Tubes Ltd.,1099.4,1014.4,1070.9,1063.7,1171.5,1236.5,1297.5,847.1,1180.9,1403.3
Ganesha Ecosphere Ltd.,4368.4,5032.1,6312.2,6570.2,6896.6,7607.5,10266.6,8973.5,7626.0,10344.3
Garden Reach Shipbuilders & Engineers Ltd.,5437.4,4022.8,23943.2,18631.7,11472.5,15344.3,15576.9,16588.0,13265.5,19157.8
Garware Technical Fibres Ltd.,6088.2,6994.7,7918.8,8413.6,8584.7,9185.5,10642.5,10401.5,10745.5,12289.0
Gati Ltd.,1794.4,2638.5,4545.7,4980.1,5240.3,5258.3,5464.0,4457.4,2865.0,2609.0
Geekay Wires Ltd.,256.8,470.1,721.8,970.8,671.4,1282.7,2281.2,2031.1,1762.2,2720.3
Genus Power Infrastructures Ltd.,7118.4,7970.3,9490.5,8973.4,6768.2,8587.8,10733.8,10795.1,6353.4,7125.3
Gillette India Ltd.,14960.8,18035.8,20885.3,19016.4,18278.4,16896.6,19138.0,16986.5,20458.0,22662.2
Gland Pharma Ltd.,7650.5,10064.6,10348.6,13942.6,15251.9,16716.8,21297.8,28025.2,35993.8,46276.5
Glaxosmithkline Pharmaceuticals Ltd.,29397.6,28951.4,36502.4,29644.7,31147.0,29672.0,32781.0,38490.4,33405.8,48863.0
Glenmark Pharmaceuticals Ltd.,21723.9,25058.5,53709.9,63203.7,82437.5,66123.1,78299.8,73379.7,80380.6,91865.4
Globe International Carriers Ltd.,1134.0,1071.4,1143.3,1028.4,1116.7,1053.8,952.9,803.8,800.7,1077.1
Globus Spirits Ltd.,6454.9,6649.1,8883.0,9979.0,11161.2,9377.3,10884.0,12593.4,16786.8,23529.1
Godfrey Phillips India Ltd.,36753.2,42206.8,44859.0,42987.4,54722.2,59089.3,26734.8,31510.1,30627.4,33444.0
Godrej Agrovet Ltd.,28688.7,32586.2,35171.7,34249.5,36967.9,37207.7,45513.9,53028.5,45367.6,62900.7
Godrej Consumer Products Ltd.,38397.8,43403.7,47690.5,49548.9,51525.9,54367.7,60786.7,58723.1,65930.4,73937.8
Godrej Industries Ltd.,16749.7,17012.4,17940.1,15615.3,16581.7,22965.3,21956.2,20448.5,19256.3,34891.5
Gokaldas Exports Ltd.,9902.8,11272.2,11598.5,11966.5,9584.5,10785.4,11956.0,14230.9,12213.9,18278.5
Goldiam International Ltd.,1063.1,1316.6,1289.3,1445.0,1457.5,1285.0,1806.5,1728.8,2335.7,4201.1
Granules India Ltd.,7007.5,10249.2,12512.5,13601.5,13887.0,16776.4,21269.3,24975.1,31585.8,32565.6
Graphite India Ltd.,18725.6,18851.2,16021.7,14711.7,15002.5,30756.8,69543.5,30329.2,21458.3,30791.9
Grasim Industries Ltd.,64144.6,65740.4,73079.6,101842.6,117750.7,166321.8,212135.9,217642.2,167827.9,259928.6
Gravita India Ltd.,2789.0,3563.9,3537.7,3739.2,5598.1,7980.5,10717.4,11751.5,12435.8,19055.4
Great Eastern Shipping Co. Ltd.,20382.3,17967.3,20225.5,21788.6,22707.5,23992.7,29134.1,31689.0,32767.1,31636.7
Greaves Cotton Ltd.,21129.5,19780.2,18810.2,18853.2,18910.8,19340.8,20364.3,19025.1,13475.0,12311.5
Greenpanel Industries Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,6001.3,8668.6,10225.5,16326.6
Greenply Industries Ltd.,20606.5,22564.2,16281.2,17244.8,17813.9,17083.3,12913.6,12738.7,10261.0,13902.2
Grindwell Norton Ltd.,10374.8,10319.8,12153.1,12406.6,13698.0,14571.8,16045.1,16141.4,17135.7,21010.1
Gufic Biosciences Ltd.,1061.8,1308.9,1605.0,2147.3,2618.4,3132.2,3549.5,3865.7,4971.5,7822.6
Gujarat Alkalies & Chemicals Ltd.,20413.4,21503.3,22228.6,22646.2,23611.6,26225.8,32221.5,28143.6,25014.4,38051.3
Gujarat Ambuja Exports Ltd.,30377.6,31400.8,25786.2,27869.8,34054.2,33987.7,40382.6,38263.8,47341.3,47243.5
Gujarat Fluorochemicals Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27418.9,27197.0,39879.1
Gujarat Gas Ltd.,22.7,80606.4,92445.8,62903.9,52641.9,63914.7,81036.2,106101.8,101376.4,168792.3
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,45267.4,52091.7,49877.4,50982.2,54619.0,63096.3,64877.9,56162.6,56297.4,91572.6
Gujarat Pipavav Port Ltd.,4375.5,5569.5,9070.8,6903.3,7234.3,6863.4,7472.3,7862.3,7778.0,7732.9
Gujarat State Fertilizers & Chemicals Ltd.,66412.7,58225.3,56781.1,63922.1,56250.4,65052.5,86794.3,77300.1,77036.0,91781.3
Gujarat State Petronet Ltd.,12392.9,11058.8,11166.5,10621.6,11568.2,14163.7,19430.1,24525.9,21650.1,22127.5
Gulf Oil Lubricants India Ltd.,0.0,0.0,11282.9,11872.8,12804.6,14047.8,17358.4,16790.4,17078.5,22358.1
Gulshan Polyols Ltd.,3069.2,3518.0,4340.1,4788.1,5315.7,6263.0,6758.7,6222.3,7690.9,11038.8
H C L Technologies Ltd.,128969.4,171568.8,183533.4,144034.7,202780.0,227760.0,268220.0,332820.0,366610.0,415210.0
